item_name,item_code,created_at,size,quantity,price,store_type
"Bread, whole wheat, WKB",110111303,6/19/16 6:51 PM,540,1,69.12,small_medium_shop
"Charcoal, sack",110453101,5/9/16 2:14 PM,4,1,54.99,market
"Beef, minced",110112106,5/4/16 11:29 PM,790,1,74.58,
"Vacuum cleaner, WKB-M",110531111,4/24/16 6:49 PM,1,1,1699,small_medium_shop
"Bread, white, sliced, WKB",110111305,3/24/16 6:38 PM,400,1,44.9,small_medium_shop
"Studio apartment, 35-60 m2",1104111109,6/29/16 2:12 AM,1,1,5900,other
"Single-family house, 180-240 m2",1104111102,5/2/16 2:36 PM,1,1,30000,other
"Cigarette, MALBORO Red",110221101,6/14/16 8:53 PM,1,20,40,small_medium_shop
"Chicken eggs, caged hen, large size",110114401,6/1/16 3:59 PM,1,12,41.1,small_medium_shop
"Men's T-shirt, WKB-L",110312106,4/24/16 11:19 PM,1,1,109,small_medium_shop
"One-bedroom apartment, 40-60 m2",1104111110,4/18/16 8:07 PM,1,1,4570,other
"Energy saving light bulb, 15W, WKB",110552103,6/26/16 9:15 PM,1,1,76,
"Hybrid bicycle, WKB",110713104,7/20/16 10:39 PM,1,1,9999,small_medium_shop
Consultation: general medical practitioner/primary care physician,110621101,2/17/16 5:44 PM,1,1,220,private_service_provider
"Chicken, whole, fresh",110112401,3/14/16 10:41 PM,1,1,36.9,
"Studio apartment, 35-60 m2",1104111109,4/5/16 2:40 AM,1,1,4100,other
"Foam mattress, double, WKB",110511108,3/27/16 7:30 PM,1,1,5730,small_medium_shop
Fresh cucumber,110117101,5/16/16 12:56 AM,1,1,34.9,small_medium_shop
"Two-bedroom apartment, 80-120 m2",1104111113,5/17/16 11:29 PM,1,1,5600,other
"Single-family house, 180-240 m2",1104111102,3/21/16 12:40 AM,1,1,15000,other
"Cigarettes, domestic, blond, WKB",110221103,5/15/16 9:56 PM,1,20,39,market
"Coca cola or Pepsi, at cafe or restaurant",111111121,8/14/16 2:15 PM,380,1,37,private_service_provider
"Bed and breakfast, two-star, capital city",111121105,4/17/16 11:40 PM,1,1,895,other
"Two-bedroom apartment, 80-120 m2",1104111113,4/3/16 4:08 PM,1,1,6000,other
"Men's shirt, WKB-M",110312103,5/15/16 7:20 PM,1,1,349,
"Men's sport shoes, ADIDAS, ASICS, NIKE",110321103,7/28/16 6:44 PM,1,1,1298.9,
"Paint, indoor use, washable, WKB",110431101,5/8/16 12:40 PM,4,1,300,specialized_shop
"Bath towel, large, WKB",110521103,6/5/16 9:06 PM,1,1,226,small_medium_shop
"Toilet paper, multipack, WKB",111212111,7/10/16 2:59 PM,1,6,86.79,small_medium_shop
"Men's lace-up shoes, WKB-L",110321101,5/22/16 8:16 PM,1,1,1250,specialized_shop
"Flight, international, return ticket, long distance",110733106,5/8/16 4:15 AM,1,1,33458,private_service_provider
"Wheat flour, not self-rising, BL",110111202,5/22/16 7:31 PM,1,1,7.47,small_medium_shop
"Dishwashing detergent, WKB",110561108,3/31/16 4:51 PM,500,1,33.79,
"Bath towel, large, WKB",110521103,4/14/16 7:52 PM,1,1,269,
"Petrol, Super",110722102,4/17/16 1:33 PM,1,1,17.52,specialized_shop
"Men's blue jeans, WKB-L",110312107,5/15/16 4:13 PM,1,1,599,
"Hotel, three-star, capital city",111121103,4/25/16 1:47 AM,1,1,912,other
"Instant noodles, any flavor, WKB",110111504,4/11/16 5:02 PM,85,1,13,
"Studio apartment, 35-60 m2",1104111109,5/27/16 5:23 PM,1,1,3200,other
"Men's blue jeans, WKB-L",110312107,5/15/16 8:21 PM,1,1,439,
"Butter, unsalted, WKB",110115101,5/3/16 4:34 PM,200,1,20.2,
"Coca cola or Pepsi, at cafe or restaurant",111111121,6/6/16 5:26 PM,500,1,35,private_service_provider
"Studio apartment, 35-60 m2",1104111109,3/6/16 9:48 PM,1,1,3000,other
"Bath towel, large, WKB",110521103,3/26/16 1:40 AM,1,1,110,small_medium_shop
"Milk, fresh, unskimmed, WKB",110114101,4/12/16 7:51 PM,1000,1,14.76,small_medium_shop
"Bath towel, large, WKB",110521103,4/11/16 7:19 PM,1,1,155.19,
"Plaster strips, plastic foil, WKB",110612105,4/21/16 3:21 PM,1,25,35,
"Men's shirt, WKB-M",110312103,3/6/16 8:16 PM,1,1,199,small_medium_shop
"Men's trousers, cotton/polyester, WKB-L",110312104,5/22/16 3:35 PM,1,1,647,small_medium_shop
Fresh carrots,110117103,5/22/16 5:18 PM,1,1,24.9,small_medium_shop
"Fresh bananas, standard",110116102,5/15/16 6:16 PM,1,1,24.9,small_medium_shop
"Football (soccer ball), WKB",110931110,3/27/16 9:44 PM,1,1,515,small_medium_shop
"AA alkaline batteries, DURACELL",110552104,6/22/16 2:04 PM,1,4,63,
"Sunflower oil, BL",110115301,7/18/16 3:01 PM,1.5,1,34.12,
"Women's haircut, basic hairdresser",111211104,8/14/16 3:18 PM,1,1,200,private_service_provider
"AA alkaline batteries, DURACELL",110552104,7/18/16 4:29 PM,1,4,58,small_medium_shop
"Fresh potatoes, brown",110117201,5/3/16 4:12 PM,1,1,9.09,
"Pizza marguerite, at restaurant",111111105,6/19/16 2:36 PM,1,1,70,private_service_provider
"Wrist-watch, men's, CITIZEN Eco-Drive BM6060",111231102,5/22/16 9:11 PM,1,1,1560,specialized_shop
"Energy saving light bulb, 15W, WKB",110552103,8/1/16 4:42 PM,1,1,110.99,
"Fresh apple, red delicious",110116101,7/20/16 11:05 PM,1,1,49.9,small_medium_shop
"Petrol, Super",110722102,4/10/16 1:42 PM,1,1,17.36,specialized_shop
"Thorax X-ray photograph, for adult",110623105,7/4/16 12:39 AM,1,1,40,private_service_provider
"Diesel fuel, normal",110722104,5/8/16 3:16 PM,1,1,16.45,specialized_shop
"Football (soccer ball), WKB",110931110,5/3/16 12:48 AM,1,1,189,
"Dishwashing detergent, WKB",110561108,5/3/16 6:12 PM,500,1,36.35,
"Tuna flakes, tinned, WKB",110113202,3/14/16 11:16 PM,170,1,23.9,small_medium_shop
"Steam iron, WKB-M",110532104,4/17/16 10:41 PM,1,1,999,
"Jam, strawberry or apricot, WKB",110118201,3/31/16 3:31 PM,454,1,29.69,
"Men's shirt, WKB-M",110312103,7/10/16 3:45 PM,1,1,399,small_medium_shop
"Charcoal, sack",110453101,4/17/16 4:36 PM,4,1,46,market
"Diesel fuel, normal",110722104,5/8/16 8:34 PM,1,1,15.54,specialized_shop
"Bar soap, solid, SB",111212109,5/15/16 3:17 PM,125,1,13,
Fresh carrots,110117103,3/15/16 7:32 PM,1,1,22.99,
"Men's blue jeans, WKB-L",110312107,8/14/16 5:18 PM,1,1,699,small_medium_shop
"Steam iron, WKB-M",110532104,4/3/16 7:56 PM,1,1,999,
"Pork ham, pressed, WKB",110112501,5/23/16 7:39 PM,130,1,57.25,
"Flight, international, return ticket, long distance",110733106,7/6/16 3:32 PM,1,1,32589.9,private_service_provider
"Tomato paste, small, WKB",110117306,3/28/16 9:36 PM,180,1,23.9,
"Jam, strawberry or apricot, WKB",110118201,4/24/16 8:48 PM,454,1,36.99,small_medium_shop
"Milk, fresh, unskimmed, WKB",110114101,4/4/16 8:04 PM,1000,1,15.03,
"Men's sport shoes, ADIDAS, ASICS, NIKE",110321103,3/29/16 10:20 PM,1,1,2199,
"Honey, mixed blossoms, BL",110118204,4/21/16 11:01 PM,470,1,82,
"Cat food, tin, WKB",110933103,5/4/16 12:10 AM,340,1,33.05,small_medium_shop
"Flight, international, return ticket, long distance",110733106,4/28/16 6:48 PM,1,1,19433,private_service_provider
"Bread, white, sliced, WKB",110111305,6/6/16 6:37 PM,400,1,53.2,
"Foam mattress, double, WKB",110511108,4/11/16 1:15 AM,1,1,2719,small_medium_shop
"Microwave oven, 16-22 l, WKB-L",110531103,7/10/16 1:09 PM,1,1,2999,small_medium_shop
"Foam mattress, double, WKB",110511108,7/18/16 12:21 PM,1,1,8999,small_medium_shop
"Charcoal, sack",110453101,7/11/16 3:41 PM,4,1,65,market
Fresh oranges,110116105,5/8/16 10:05 PM,1,1,14.9,small_medium_shop
"Hybrid bicycle, WKB",110713104,4/3/16 1:50 PM,1,1,10650,small_medium_shop
"Toothpaste, tube, COLGATE",111212104,3/31/16 9:18 PM,70,1,43.8,
"Bar soap, solid, SB",111212109,4/24/16 3:26 PM,100,1,12.3,small_medium_shop
"Cooking salt, WKB",110119102,5/10/16 5:22 PM,1,1,7.82,
"Football (soccer ball), WKB",110931110,6/12/16 10:01 PM,1,1,243,small_medium_shop
"Red wine, table wine, BL",110212101,3/21/16 1:03 PM,1.25,1,40,small_medium_shop
"Studio apartment, 35-60 m2",1104111109,4/10/16 9:36 PM,1,1,5800,other
"Vodka, WKB",110211101,4/4/16 7:40 PM,750,1,389.92,
"Men's sport shoes, ADIDAS, ASICS, NIKE",110321103,4/17/16 11:07 PM,1,1,1999,small_medium_shop
"Dry cleaning, men's two-piece suit",110314101,4/3/16 10:01 PM,1,1,160,private_service_provider
"COCA COLA / PEPSI COLA, can",110122102,4/18/16 9:14 PM,354,1,10.6,small_medium_shop
"Jam, strawberry or apricot, WKB",110118201,4/21/16 10:59 PM,454,1,26.5,
"Paint, indoor use, washable, WKB",110431101,8/14/16 5:14 PM,10,1,599,specialized_shop
"Coca cola or Pepsi, at cafe or restaurant",111111121,5/3/16 5:00 PM,350,1,30,private_service_provider
"Diesel fuel, normal",110722104,6/13/16 1:29 PM,1,1,16.41,specialized_shop
"Interurban (InterCity) bus, 50 Km",110732103,6/26/16 5:34 PM,1,1,87,private_service_provider
"Olive oil, extra virgin, WKB",110115302,3/2/16 7:57 PM,500,1,83.59,small_medium_shop
"Bread, whole wheat, WKB",110111303,7/3/16 4:56 PM,360,1,21,small_medium_shop
"Petrol, Super",110722102,4/10/16 11:44 AM,1,1,17.36,specialized_shop
"Toilet paper, multipack, WKB",111212111,5/15/16 6:22 PM,1,4,27.43,small_medium_shop
"Spaghetti, WKB",110111502,4/2/16 3:58 PM,500,1,18.6,
"Apple juice, WKB",110122104,3/14/16 8:34 PM,1,1,15.5,small_medium_shop
"Car hire, 1 day, unlimited mileage, WKB",110724102,7/14/16 5:17 PM,1,1,2099.79,private_service_provider
"Men's trousers, cotton/polyester, WKB-L",110312104,4/17/16 2:14 PM,1,1,529,small_medium_shop
"Bath towel, large, WKB",110521103,5/15/16 2:24 PM,1,1,226,small_medium_shop
"Energy saving light bulb, 15W, WKB",110552103,4/3/16 10:47 PM,1,1,146,
"Spaghetti, WKB",110111502,7/10/16 3:50 PM,500,1,9.3,small_medium_shop
"Roasted groundnuts (peanuts), WKB",110116203,2/23/16 8:19 PM,120,1,28,
"Honey, mixed blossoms, BL",110118204,2/29/16 2:23 PM,250,1,45.05,market
"Butter biscuits, WKB",110111405,5/8/16 8:05 PM,200,1,13.15,small_medium_shop
"Plaster strips, plastic foil, WKB",110612105,1/18/16 5:20 PM,1,20,12.3,small_medium_shop
"Paint, indoor use, washable, WKB",110431101,5/22/16 3:55 PM,10,1,495,specialized_shop
"Men's trousers, cotton/polyester, WKB-L",110312104,5/15/16 4:05 PM,1,1,647,
"Microwave oven, 16-22 l, WKB-L",110531103,8/15/16 3:16 PM,1,1,2899,
"Microwave oven, 16-22 l, WKB-L",110531103,4/24/16 8:23 PM,1,1,2899,small_medium_shop
"Diesel fuel, normal",110722104,6/6/16 7:43 PM,1,1,16.1,specialized_shop
"Tomato ketchup, WKB",110119103,7/10/16 4:10 PM,380,1,35,street_outlet
"Interurban (InterCity) bus, 50 Km",110732103,7/18/16 10:06 PM,1,1,17,public_semi_public_service
"One-bedroom apartment, 40-60 m2",1104111110,4/10/16 7:05 PM,1,1,4500,other
"Summer tire, R15, WKB",110723103,4/24/16 8:11 PM,1,4,8200,specialized_shop
"Fresh potatoes, brown",110117201,6/26/16 8:57 PM,1,1,15.99,small_medium_shop
"Two-bedroom apartment, 80-120 m2",1104111113,1/31/16 5:03 PM,1,1,11000,other
"Football (soccer ball), WKB",110931110,3/27/16 8:40 PM,1,1,917,small_medium_shop
"Instant noodles, any flavor, WKB",110111504,7/11/16 5:12 PM,64,1,22.99,
"Dinner plate, flat, porcelain, WKB-L",110541104,7/24/16 3:12 PM,1,1,119,small_medium_shop
"Petrol, Super",110722102,6/5/16 9:16 PM,1,1,19.09,specialized_shop
"Bicycle, basic commuter, WKB",110713105,4/24/16 7:57 PM,1,1,3850,small_medium_shop
"Men's lace-up shoes, WKB-L",110321101,3/27/16 8:51 PM,1,1,975,
"Long-grain rice, not parboiled, WKB",110111102,8/15/16 1:09 PM,1,1,17,
"Football (soccer ball), WKB",110931110,5/2/16 1:20 PM,1,1,253,
"Bath towel, large, WKB",110521103,5/2/16 7:44 PM,1,1,109.5,small_medium_shop
"Cornflakes, excluding KELLOGG'S",110111250,5/8/16 9:51 PM,400,1,23.99,small_medium_shop
"Bar soap, solid, SB",111212109,7/18/16 7:30 PM,125,1,12.75,small_medium_shop
"Bicycle, basic commuter, WKB",110713105,8/14/16 5:12 PM,1,1,4900,small_medium_shop
"Interurban transport, single ticket, 50 km",110731101,4/25/16 7:32 PM,1,1,20,None
"Vegetable oil, WKB",110115306,5/8/16 10:38 PM,900,1,10.95,small_medium_shop
"Beef, with bones",110112105,6/23/16 2:57 PM,1,1,25.4,
"Sardines, tinned, with skin, in vegetable oil, WKB",110113201,7/18/16 3:39 PM,125,1,20.2,small_medium_shop
"Vodka, WKB",110211101,4/4/16 10:57 PM,750,1,188,
"Men's blue jeans, WKB-L",110312107,8/2/16 5:17 PM,1,1,1190,
"Paint, indoor use, washable, WKB",110431101,5/15/16 2:18 PM,4,1,165,specialized_shop
"Men's T-shirt, WKB-L",110312106,4/17/16 3:40 PM,1,1,172,small_medium_shop
"Household candles, box, BL",110561109,4/24/16 8:49 PM,1,10,13.9,small_medium_shop
"Men's trousers, cotton/polyester, WKB-L",110312104,5/15/16 12:11 PM,1,1,699,small_medium_shop
"Football (soccer ball), WKB",110931110,4/4/16 12:49 AM,1,1,515,
"Plaster strips, plastic foil, WKB",110612105,6/3/16 12:04 AM,1,20,12.25,small_medium_shop
"Sunflower oil, BL",110115301,12/21/15 6:44 PM,900,1,10.37,small_medium_shop
"Dry cleaning, men's two-piece suit",110314101,5/15/16 6:41 PM,1,1,160,private_service_provider
"Cement, Grey Portland, WKB",110431103,5/2/16 1:24 PM,50,1,119,specialized_shop
"Paint, indoor use, washable, WKB",110431101,5/2/16 6:35 PM,10,1,660,specialized_shop
"Cornflakes, excluding KELLOGG'S",110111250,8/8/16 4:26 PM,400,1,28.75,
"Steam iron, WKB-M",110532104,7/3/16 3:20 PM,1,1,849,small_medium_shop
"Dry cleaning, men's two-piece suit",110314101,6/13/16 12:09 AM,1,1,160,private_service_provider
"Red wine, table wine, BL",110212101,7/18/16 6:25 PM,750,1,142.25,small_medium_shop
"Summer tire, R15, WKB",110723103,5/22/16 1:32 PM,1,4,9000,specialized_shop
"Cat food, tin, WKB",110933103,4/17/16 8:34 PM,340,1,28,small_medium_shop
Fresh carrots,110117103,3/23/16 9:35 PM,1,1,19.99,
"Steam iron, WKB-M",110532104,5/2/16 5:47 PM,1,1,999,small_medium_shop
"Potato chips (crisps), WKB",110117304,2/23/16 8:23 PM,300,1,54.5,small_medium_shop
"Bread, white, sliced, WKB",110111305,4/24/16 5:09 PM,360,1,22.7,small_medium_shop
Fresh oranges,110116105,8/8/16 4:53 PM,1,1,17.9,
"Apple juice, WKB",110122104,6/27/16 4:03 PM,1,1,26,
"Bread, whole wheat, WKB",110111303,1/12/16 2:44 PM,360,1,28.9,
"Flight, international, return ticket, long distance",110733106,4/11/16 1:46 AM,1,1,33414.8,private_service_provider
"Men's T-shirt, WKB-L",110312106,7/25/16 1:51 PM,1,1,179,small_medium_shop
"Petrol, Super",110722102,5/8/16 4:05 PM,1,1,19.09,specialized_shop
"Petrol, Superplus",110722103,7/3/16 4:14 PM,1,1,20.88,specialized_shop
"Cement, Grey Portland, WKB",110431103,2/24/16 8:42 PM,50,1,108,specialized_shop
Fresh cucumber,110117101,3/7/16 4:23 PM,1,1,16.99,
"Plaster strips, plastic foil, WKB",110612105,5/22/16 7:34 PM,1,20,45,small_medium_shop
"Fresh potatoes, brown",110117201,4/8/16 5:21 PM,1,1,6.5,
"Fresh apple, red delicious",110116101,8/7/16 5:50 PM,1,1,49.9,small_medium_shop
"Men's blue jeans, WKB-L",110312107,5/22/16 3:50 PM,1,1,599,
"Bath towel, large, WKB",110521103,8/14/16 7:13 PM,1,1,259,specialized_shop
"Men's lace-up shoes, WKB-L",110321101,6/27/16 4:31 PM,1,1,2750,specialized_shop
"Urban tram (rail) or tube, single ticket",110731104,5/15/16 12:14 PM,1,1,0.3,None
"Men's blue jeans, WKB-L",110312107,4/3/16 2:10 PM,1,1,345,small_medium_shop
"Wheat flour, not self-rising, BL",110111202,4/11/16 10:01 PM,1000,1,8.5,small_medium_shop
"Tuna flakes, tinned, WKB",110113202,5/15/16 9:20 PM,170,1,39.41,
"Dinner plate, flat, porcelain, WKB-L",110541104,7/3/16 5:12 PM,1,1,119,small_medium_shop
"Instant noodles, any flavor, WKB",110111504,8/1/16 2:38 PM,64,1,24,
"Men's T-shirt, WKB-L",110312106,5/2/16 11:11 PM,1,1,139,small_medium_shop
"Beef, minced",110112106,5/27/16 8:49 PM,1,1,92.9,small_medium_shop
"Men's blue jeans, WKB-L",110312107,3/21/16 5:59 PM,1,1,499,
"Plaster strips, plastic foil, WKB",110612105,7/24/16 4:52 PM,1,25,40,small_medium_shop
"Jam, strawberry or apricot, WKB",110118201,3/1/16 9:00 AM,340,1,61,small_medium_shop
"Vacuum cleaner, WKB-M",110531111,3/6/16 11:10 PM,1,1,1359,small_medium_shop
"Energy saving light bulb, 15W, WKB",110552103,4/17/16 8:07 PM,1,1,76,
"Wrist-watch, men's, CITIZEN Eco-Drive BM6060",111231102,5/17/16 5:29 PM,1,1,2690,specialized_shop
"Cinema ticket, weekend",110942103,4/17/16 8:49 PM,1,1,105,private_service_provider
"Men's blue jeans, WKB-L",110312107,3/21/16 8:08 PM,1,1,539,small_medium_shop
"Fresh bananas, standard",110116102,4/11/16 9:12 PM,1,1,24.9,small_medium_shop
"Butter biscuits, WKB",110111405,5/11/16 12:01 AM,170,1,8.5,street_outlet
"Wrist-watch, men's, CITIZEN Eco-Drive BM6060",111231102,6/15/16 3:21 PM,1,1,2990,specialized_shop
"Car battery,  55 Ah, WKB",110723105,3/27/16 10:21 PM,1,1,800,specialized_shop
"Spaghetti, WKB",110111502,4/2/16 3:59 PM,500,1,27.79,
"Dry cleaning, men's two-piece suit",110314101,5/8/16 3:14 PM,1,1,143,private_service_provider
"Bed and breakfast, two-star, capital city",111121105,4/3/16 5:26 PM,1,1,613,other
"Dinner plate, flat, porcelain, WKB-L",110541104,7/24/16 8:20 PM,1,1,79,specialized_shop
"Trolley, soft case, BL",111232104,5/15/16 4:30 PM,1,1,620,small_medium_shop
"Men's lace-up shoes, WKB-L",110321101,3/5/16 9:35 PM,1,1,2600,
"Paint, indoor use, washable, WKB",110431101,6/15/16 4:38 PM,10,1,620,specialized_shop
"Long-grain rice, parboiled, WKB",110111101,6/8/16 4:20 PM,1,1,15.99,
"Flight, domestic, return ticket",110733107,4/15/16 2:16 PM,1,1,2661,private_service_provider
"Cheese, processed, WKB",110114303,4/9/16 10:00 PM,200,1,38.66,
"Men's T-shirt, WKB-L",110312106,7/14/16 3:24 PM,1,1,220,specialized_shop
"Studio apartment, 35-60 m2",1104111109,4/18/16 2:28 PM,1,1,6200,other
"Yoghurt, plain, WKB",110114203,6/9/16 4:47 PM,190,1,11.5,
"Olive oil, extra virgin, WKB",110115302,3/21/16 1:38 PM,500,1,94,small_medium_shop
"Men's sport shoes, ADIDAS, ASICS, NIKE",110321103,5/29/16 4:04 PM,1,1,1699,market
"Petrol, Superplus",110722103,4/24/16 6:05 PM,1,1,18.72,specialized_shop
"Milk, fresh, unskimmed, WKB",110114101,4/26/16 7:15 PM,1,1,16.99,
"Men's blue jeans, WKB-L",110312107,6/26/16 7:09 PM,1,1,790,specialized_shop
"Lamb, chops",110112302,5/9/16 7:50 PM,1,1,84.99,small_medium_shop
"Men's T-shirt, WKB-L",110312106,8/15/16 2:42 PM,1,1,219,
"Dry cleaning, men's two-piece suit",110314101,6/5/16 10:43 PM,1,1,160,private_service_provider
"Diesel fuel, normal",110722104,3/20/16 8:35 PM,1,1,14.97,specialized_shop
"Energy saving light bulb, 15W, WKB",110552103,6/19/16 6:24 PM,1,1,93,small_medium_shop
"Bread, whole wheat, WKB",110111303,3/14/16 7:44 PM,315,1,31,small_medium_shop
"Diesel fuel, normal",110722104,4/12/16 3:31 PM,1,1,15.08,specialized_shop
"Long-grain rice, parboiled, WKB",110111101,2/1/16 9:35 PM,1000,1,18.49,
"Water, still, large bottle, WKB",110122101,4/10/16 9:18 PM,2,1,9.8,small_medium_shop
"Women's haircut, basic hairdresser",111211104,8/7/16 6:51 PM,1,1,250,private_service_provider
"Black tea, in bags, WKB",110121105,4/11/16 10:51 PM,50,1,6.67,small_medium_shop
"Olive oil, extra virgin, WKB",110115302,3/7/16 8:10 PM,500,1,98,
"Flight, international, return ticket, long distance",110733106,7/25/16 3:00 AM,1,1,43557,private_service_provider
"Vodka, WKB",110211101,5/29/16 3:16 PM,700,1,141,small_medium_shop
"Bath towel, large, WKB",110521103,7/3/16 8:59 PM,1,1,249,small_medium_shop
"Bath towel, large, WKB",110521103,6/21/16 5:33 PM,1,1,159,
"Interurban (InterCity) bus, 50 Km",110732103,5/29/16 3:18 PM,1,1,46,private_service_provider
"Car battery,  55 Ah, WKB",110723105,6/12/16 10:37 PM,1,1,1600,specialized_shop
"Vegetable oil, WKB",110115306,6/6/16 3:53 PM,900,1,13.89,small_medium_shop
"Plaster strips, plastic foil, WKB",110612105,5/2/16 7:17 PM,1,25,28,small_medium_shop
"Butter, unsalted, WKB",110115101,4/18/16 6:15 PM,200,1,23.29,small_medium_shop
"Men's blue jeans, WKB-L",110312107,3/6/16 11:42 PM,1,1,453,small_medium_shop
"Two-bedroom apartment, 80-120 m2",1104111113,4/24/16 10:40 PM,1,1,6500,other
"Long-grain rice, parboiled, WKB",110111101,4/11/16 10:15 PM,500,1,9.3,small_medium_shop
"Flight, domestic, return ticket",110733107,3/10/16 4:18 AM,1,1,2529,private_service_provider
"Plaster strips, plastic foil, WKB",110612105,7/18/16 4:51 PM,1,20,36.09,market
"Red wine, table wine, BL",110212101,12/17/15 7:02 PM,700,1,19.2,small_medium_shop
"Charcoal, sack",110453101,5/8/16 6:09 PM,4,1,53,market
"Plaster strips, plastic foil, WKB",110612105,4/17/16 11:45 PM,1,20,38,small_medium_shop
"Petrol, Superplus",110722103,4/16/16 3:14 PM,1,1,18.86,specialized_shop
"Studio apartment, 35-60 m2",1104111109,4/24/16 9:22 PM,1,1,6000,other
"Diesel fuel, normal",110722104,3/26/16 2:52 PM,1,1,14.05,specialized_shop
"Butter biscuits, WKB",110111405,1/13/16 6:37 PM,180,1,13.5,small_medium_shop
"Honey, mixed blossoms, BL",110118204,4/19/16 5:20 PM,250,1,53,
"Fresh potatoes, brown",110117201,7/19/16 4:48 PM,1,1,19.99,
"One-bedroom apartment, 40-60 m2",1104111110,7/9/16 11:09 PM,1,1,13000,other
"Plaster strips, plastic foil, WKB",110612105,7/3/16 3:51 PM,1,20,21,
"Two-bedroom apartment, 80-120 m2",1104111113,5/10/16 8:47 PM,1,1,4600,other
"Steam iron, WKB-M",110532104,5/22/16 2:48 PM,1,1,999,small_medium_shop
"Hybrid bicycle, WKB",110713104,8/7/16 11:45 PM,1,1,12999,small_medium_shop
"Bath towel, large, WKB",110521103,7/10/16 5:05 PM,1,1,248,small_medium_shop
"Water, still, large bottle, WKB",110122101,4/24/16 4:46 PM,1.5,1,11.5,
"Men's trousers, cotton/polyester, WKB-L",110312104,5/8/16 2:43 PM,1,1,647,small_medium_shop
"Flight, international, return ticket, long distance",110733106,4/4/16 4:46 AM,1,1,20324,private_service_provider
"Vodka, WKB",110211101,3/21/16 2:22 PM,750,1,389.92,
"Football (soccer ball), WKB",110931110,4/10/16 11:31 PM,1,1,243,
"Water supply, piped on premise, excluding sewerage",110441101,4/4/16 12:50 AM,1,1,99.17,public_semi_public_service
"Men's blue jeans, WKB-L",110312107,3/27/16 12:38 PM,1,1,701,small_medium_shop
"Pork, fillet",110112202,8/7/16 11:13 PM,1,1,134.99,small_medium_shop
"Petrol, Super",110722102,4/21/16 2:46 PM,1,1,16.79,specialized_shop
"Trolley, soft case, BL",111232104,5/15/16 3:54 PM,1,1,1048.95,
"Petrol, Superplus",110722103,6/19/16 1:29 PM,1,1,19.3,specialized_shop
"Energy saving light bulb, 15W, WKB",110552103,8/7/16 9:52 PM,1,1,124,small_medium_shop
"Bath towel, large, WKB",110521103,5/15/16 3:09 PM,1,1,194,small_medium_shop
"Energy saving light bulb, 15W, WKB",110552103,7/25/16 1:43 PM,1,1,155,
"Men's shirt, WKB-M",110312103,4/10/16 3:00 PM,1,1,485,small_medium_shop
"Honey, mixed blossoms, BL",110118204,5/10/16 5:20 PM,500,1,70,
"Long-grain rice, parboiled, WKB",110111101,5/2/16 3:19 PM,1000,1,26.4,small_medium_shop
"Foam mattress, double, WKB",110511108,7/18/16 2:59 PM,1,1,6999,small_medium_shop
"Sunflower oil, BL",110115301,4/11/16 7:43 PM,1500,1,25.1,
"Paint, indoor use, washable, WKB",110431101,2/22/16 4:38 PM,10,1,330,specialized_shop
"Toilet paper, multipack, WKB",111212111,8/7/16 5:57 PM,1,4,63.6,small_medium_shop
"COCA COLA / PEPSI COLA, can",110122102,2/23/16 11:35 PM,354,1,8.7,
"Bicycle, basic commuter, WKB",110713105,7/3/16 3:21 PM,1,1,3850,small_medium_shop
"Honey, mixed blossoms, BL",110118204,5/2/16 3:31 PM,500,1,72.85,
"Petrol, Super",110722102,4/10/16 11:54 AM,1,1,17.36,specialized_shop
"Tomato ketchup, WKB",110119103,4/10/16 9:13 PM,300,1,20,small_medium_shop
"Foam mattress, double, WKB",110511108,4/24/16 7:49 PM,1,1,3750,small_medium_shop
"Vodka, WKB",110211101,4/9/16 7:53 PM,0.75,1,98,
"Studio apartment, 35-60 m2",1104111109,3/6/16 7:54 PM,1,1,3000,other
"Men's lace-up shoes, WKB-L",110321101,7/18/16 1:12 PM,1,1,699,small_medium_shop
"Beef, with bones",110112105,5/3/16 4:43 PM,1,1,19.9,
"Wheat flour, not self-rising, BL",110111202,4/26/16 12:43 AM,1,1,6.2,
Fresh carrots,110117103,6/13/16 7:19 PM,1,1,25.9,small_medium_shop
"Fresh apple, red delicious",110116101,8/16/16 9:20 PM,1,1,43.9,small_medium_shop
"Vodka, WKB",110211101,4/16/16 11:02 PM,1,1,77.91,
"Vacuum cleaner, WKB-M",110531111,4/12/16 6:02 PM,1,1,1699,
"Foam mattress, double, WKB",110511108,5/8/16 6:48 PM,1,1,8950,small_medium_shop
"Sardines, tinned, with skin, in vegetable oil, WKB",110113201,5/29/16 2:02 PM,160,1,29.3,small_medium_shop
"Tinned pineapple, whole slices, BL",110116201,5/15/16 9:23 PM,480,1,54.25,
"Toilet paper, multipack, WKB",111212111,12/18/15 3:04 PM,1,6,82.15,
"Football (soccer ball), WKB",110931110,3/13/16 8:29 PM,1,1,232,small_medium_shop
"Men's shirt, WKB-M",110312103,7/10/16 4:18 PM,1,1,399,small_medium_shop
"Urban tram (rail) or tube, single ticket",110731104,5/22/16 6:48 PM,1,1,1,None
"Diesel fuel, normal",110722104,5/22/16 4:06 AM,1,1,16.48,specialized_shop
"Trolley, soft case, BL",111232104,4/17/16 4:58 PM,1,1,899,small_medium_shop
"Milk, fresh, unskimmed, WKB",110114101,7/13/16 7:09 PM,1,1,13.09,
